"D.345.Cirrhosis","D.334.Cirrhosis","D.520.Cirrhosis","D.451.Cirrhosis","D.473.Cirrhosis","D.464.Cirrhosis","D.507.Cirrhosis","D.514.Cirrhosis","D.569.Cirrhosis","D.588.Cirrhosis","D.605.Cirrhosis","D.607.Cirrhosis","D.541.Cirrhosis","D.524.Cirrhosis","D.614.Cirrhosis","D.513.Cirrhosis","D.606.Cirrhosis","D.527.Cirrhosis","D.388.Cirrhosis","D.309.Cirrhosis","D.128.Cirrhosis.non.HCC","D.123.Cirrhosis.non.HCC","D.122.Cirrhosis.non.HCC","D.138.Cirrhosis.non.HCC","D.127.Cirrhosis.non.HCC","D.109.Cirrhosis.non.HCC","D.114.Cirrhosis.non.HCC","D.111.Cirrhosis.non.HCC","D.108.Cirrhosis.non.HCC","D.130.Cirrhosis.non.HCC","D.134.Cirrhosis.non.HCC","D.129.Cirrhosis.non.HCC","D.125.Cirrhosis.non.HCC","D.116.Cirrhosis.non.HCC","D.131.Cirrhosis.non.HCC","D.132.Cirrhosis.non.HCC"
"CDH1_P45_F_01",0.0668249601037127,0.398789301684731,0.882679475676289,0.122767998983288,0.0685764168248962,0.0691443388072602,0.069121214107775,0.100195196280705,0.0729404456867769,0.0703645062869822,0.0627208272483158,0.139794429563816,0.0681720207140791,0.0741194823256005,0.848295154892114,0.0798541666666667,0.0725350129298205,0.0696027294860498,0.869240373771548,0.0651499017038008,0.848536128286558,0.0722533728140835,0.080966206989761,0.0771323621339398,0.879582711404528,0.851516273195904,0.0679758221774908,0.0701112590946895,0.0859059515548065,0.0840893207760658,0.0695551789354752,0.120328918118229,0.0801857425991398,0.0684728496450012,0.0753754959482271,0.0767651776732552
"CDH1_P52_R_01",0.03085461984138,0.0413401433386082,0.0312099200963936,0.0363371949228836,0.0311574396183282,0.0348136138308958,0.0327604205418885,0.0321935956750187,0.0369025534701004,0.0386042728698984,0.0320279110335805,0.0369632351672619,0.0385465598231556,0.0300152937821902,0.0353143811301163,0.0443561703730923,0.0362526677477751,0.0339293042490056,0.0368894256140953,0.0325146294178039,0.0379044036523731,0.0353561588890131,0.0313200415586337,0.0310445434035365,0.0356891202783798,0.035814980164423,0.0317633501691757,0.0374910022601316,0.0423865975288736,0.0408451068006302,0.0324770279616639,0.0370607679812521,0.0330045382171538,0.0324008317966022,0.0357760519567463,0.0449885822081017
"CDH11_E102_R_01",0.752364408415364,0.660045020880011,0.815082426916808,0.443125744972636,0.889979883682727,0.833229586432089,0.842299251507885,0.687102353126146,0.78390829362263,0.682419182603631,0.793467755030504,0.0563923972366957,0.834550241078636,0.748848470296336,0.827540216312725,0.759023384746606,0.747396760776447,0.762562207471978,0.679841631198654,0.634161151253871,0.796397563135151,0.672857262636491,0.55790608012644,0.770508908185227,0.796363772119764,0.777952436978032,0.747135395542891,0.822996207598637,0.874031446681319,0.437197480072904,0.76014871005295,0.780829106595637,0.833809283651107,0.699466156480953,0.740526844556213,0.772579271382519
"CDH11_P203_R_01",0.812061573479059,0.734427622197275,0.746958982259016,0.81472010206594,0.761149689083215,0.764834404055593,0.771344371631316,0.800081846950852,0.801169036334913,0.828951652016769,0.804963798619296,0.808770166522746,0.815333028020361,0.761370072310104,0.746241436252086,0.735990632542357,0.782349283830282,0.816778764569631,0.744030512207569,0.798459738856264,0.77803795834309,0.803491732902623,0.782490747524845,0.808943036533394,0.775455708083364,0.789731346330983,0.786996216344042,0.78383233319935,0.767690059926057,0.783552480285507,0.813077935301018,0.768107512634044,0.804803383515432,0.852388482707632,0.824391768364142,0.81743972740978
"CDH11_P354_R_01",0.305649079254098,0.400844990413974,0.222157322940008,0.316283595987034,0.208994497317242,0.193579665855,0.286517594556193,0.278377147511273,0.343006113288358,0.272331885039187,0.26028297076084,0.343439713618803,0.300910931914054,0.269132638661534,0.20027219458925,0.372528357240106,0.278607583099053,0.254751941751093,0.276596320679259,0.20164918588621,0.217343776734283,0.352609602293803,0.25721957141784,0.239259041789496,0.238390061624504,0.175886984279572,0.274705206506622,0.237686148743094,0.286165733751228,0.238114559938237,0.215751602808255,0.277957493309822,0.287053695345992,0.26587063844807,0.27462722307321,0.214300078765229
"CDH13_E102_F_01",0.507729477768769,0.625965496728138,0.499595447627398,0.557825635529357,0.454824847693647,0.41935062640663,0.524362424800668,0.488013085611999,0.551877610447205,0.520002602905131,0.428940272172758,0.591904899776348,0.455713107884355,0.557381818924286,0.380947333775891,0.407877580649046,0.581971464949464,0.462842938331202,0.51514409221902,0.51807441306195,0.521989655079999,0.613212312426661,0.535062534899465,0.543639156542382,0.44292161497398,0.442324915360995,0.564633398885135,0.495945366589334,0.0689647089159507,0.485305113612761,0.610640055727454,0.532150378538334,0.567844813052943,0.551261617286377,0.48102591346956,0.526626760691704
"CDH13_P88_F_01",0.133989949380761,0.0444720898949136,0.0849111934930559,0.107199167763853,0.0994610993573111,0.0447398592358984,0.0681320258672791,0.114881560956381,0.144166949523369,0.139574857220272,0.0984356368178979,0.0710711368802737,0.111300422260755,0.13154003215325,0.1041054217308,0.0412794656463798,0.0892691055650287,0.0983416298753462,0.112712361639429,0.069628266742389,0.106119946871914,0.127254331880081,0.0975616319473643,0.0963292945077414,0.0938020270467623,0.121558127811754,0.0843150490265738,0.185181905612251,0.0433921705361884,0.123330596567584,0.139166829451812,0.0870990287518377,0.120066454937036,0.135580871508555,0.109584992263157,0.0632167063011232
"CDH17_E31_F_01",0.35488756362102,0.379674125851496,0.396961028856496,0.593138489435112,0.343075571518084,0.428006783086818,0.212965872085932,0.279958708046788,0.327676769347848,0.380833414557822,0.277222349638694,0.499125119174471,0.340627943485086,0.499670962874982,0.359122143205689,0.444943389581197,0.372903225806452,0.373357842723915,0.416047911801617,0.308874159653927,0.299839101734552,0.466122230247676,0.36169935310199,0.573071847163942,0.241428236620575,0.239347028637534,0.574542449571237,0.291398411136784,0.541647699982106,0.399580375039808,0.505758451771223,0.489463165233558,0.370433241267415,0.510674832781521,0.49974154700885,0.53504353441557
"CDH17_P376_F_01",0.884405582963807,0.86927525804577,0.856861271795294,0.868553374003206,0.81779908832889,0.835881718981544,0.884532757521813,0.851668877729578,0.890898636021546,0.890186496817318,0.839665635621626,0.876463612955685,0.834169391772538,0.782405523880469,0.822608042503782,0.924607095337839,0.8449335114661,0.88182442451202,0.904703150269022,0.920383355745775,0.864760689922911,0.914611598572404,0.896919921818584,0.873704731320224,0.844130930580054,0.850057253262085,0.877929400945636,0.890359484289692,0.793615332453729,0.792001277427697,0.838899563070179,0.836195202961385,0.886805181731112,0.768445240209193,0.869574453727747,0.875316749932885
"CDH17_P532_F_01",0.343497963534743,0.381415596662011,0.359799370364442,0.359566467595665,0.386892738665684,0.580293137299667,0.352620595852509,0.425437318200781,0.501066986642908,0.306258583480479,0.436448958761218,0.419994450390455,0.402156395971892,0.462143507996523,0.542588315659358,0.441563935218758,0.448923338671888,0.45264796636556,0.433758142169357,0.380484839200743,0.246952110077639,0.542674633245895,0.473243170927489,0.492225747483874,0.307120964674825,0.231701613531842,0.470490949907276,0.411939770751687,0.382065548117882,0.421063046381953,0.493310618505824,0.465747432739802,0.305915314993614,0.352205246468723,0.44799638661528,0.340997436811461
"CDH3_E100_R_01",0.0862943733907391,0.103112479745907,0.706156500462164,0.0757829624298891,0.076810862170668,0.0489929686568943,0.0800367070540932,0.0860062763843137,0.0602994592342322,0.0751014159325534,0.0946474220643405,0.104739280407789,0.128969735714182,0.0406661452727381,0.623227693460077,0.212854477163702,0.100731043862632,0.0723942565522014,0.733094092670861,0.0885364130501366,0.722373523115011,0.0918810137727187,0.108537075186898,0.0974831767606103,0.650536215841513,0.76110228906999,0.0870272567916281,0.0871355109587458,0.0549845675108154,0.0485668162346989,0.103227370721134,0.0795471997542746,0.0962695823295704,0.0969047137365972,0.0878125713856562,0.0974275521725072
"CDH3_P87_R_01",0.929704735970954,0.909744408945687,0.916783879208887,0.942338205004385,0.926718137684974,0.894797332744291,0.915423772578047,0.925706394466143,0.928347086546553,0.919290184424219,0.919074925398908,0.933957502804472,0.924229124677429,0.931429823873061,0.916096677677416,0.934763274627783,0.930359252950294,0.92928429399376,0.93436198660564,0.925598118232099,0.937312769196912,0.938937662465055,0.922900967135989,0.920451582058414,0.934534362458613,0.937271335287653,0.940655680224404,0.939423250506478,0.947783903237433,0.920947416087739,0.926495883310781,0.944621342942415,0.931181501984965,0.915682539460011,0.937770202635067,0.941976388121623
"CDK10_E74_F_01",0.537780589416103,0.702059958981783,0.651893901451769,0.664841000869983,0.537848562617266,0.582993083043461,0.497947523420006,0.582371269589107,0.586996220325307,0.441845276841265,0.565342779985238,0.650672340942375,0.538825346361898,0.537999641512816,0.621100206317181,0.584745523313298,0.677061248793338,0.531656004236903,0.599437941174114,0.551205193932547,0.617207383098631,0.613820940442658,0.524761006245518,0.603531411331711,0.680656304180167,0.618377096381243,0.669559188831726,0.665222328927913,0.403554079030825,0.569597410650351,0.588135017693364,0.641289436070543,0.559601369257951,0.589738911058398,0.491943487467998,0.534599356719756
"CDK10_P199_R_01",0.170499003003609,0.0427464842410153,0.174626013690423,0.222712855510793,0.136177836956681,0.175570905552321,0.0553066622788319,0.184235562264049,0.195938171432402,0.160335580376913,0.137352146993845,0.15681005963349,0.201970097979072,0.154430879977064,0.107967419474269,0.0493652280871585,0.105546093915911,0.0939843980766344,0.114811535716247,0.181285008237232,0.0880251934803358,0.0847171078533547,0.129444581874048,0.154886227445466,0.0599962761416612,0.206038112943411,0.114060422067891,0.144987375038648,0.204184284409566,0.151351760926229,0.154962234046734,0.114908946589122,0.157796925156276,0.212215805161236,0.129698656622969,0.0791785259649909
"CDK2_P330_R_01",0.360890189298222,0.340548998569385,0.372610660743459,0.513075924512548,0.295570977178494,0.257451434809453,0.406602625949075,0.340585099233905,0.42546556425173,0.231330176936325,0.411985450446989,0.530552273247505,0.420941417785087,0.394941077856121,0.344278305710463,0.568663295543336,0.436982581921756,0.501128659023396,0.498773992828517,0.334566589665353,0.33908357766792,0.521903691938171,0.319642705571616,0.457023347090718,0.249218200369076,0.31821011426823,0.27039724728147,0.509458009122619,0.313823027125779,0.319078443389,0.502681561252645,0.414978519332601,0.37261010069082,0.465687501877873,0.245704078864068,0.396780190443251
"CDK6_E256_F_01",0.0356430968582554,0.0470966955599051,0.0459372084999808,0.0438047719567581,0.037215567828126,0.0440183368659733,0.0469983790393676,0.0659678102498941,0.0446422875733606,0.0657983844847723,0.0474702945727382,0.0746071316555088,0.0508772765757808,0.0478092507179166,0.0392936281663806,0.134763740318178,0.0388332997715484,0.0363612466972132,0.0557314698960625,0.0416691911002135,0.0494571577695003,0.104867323553705,0.0490584095145999,0.056538338530423,0.101402664546842,0.0407521164710513,0.0555582212732267,0.0431751786739006,0.0435409287458339,0.0450627984965897,0.0435135349058097,0.044789329727404,0.0442855083704553,0.0354915650527885,0.0553249909817148,0.0551963335672224
"CDK6_P291_R_01",0.667035815268615,0.638067514029748,0.798850879331729,0.728663534540393,0.829637582881254,0.82129061932044,0.812141570517502,0.731458915310752,0.750877632375347,0.794128082732911,0.75066784844334,0.784294307353809,0.793430675299406,0.80446792294147,0.754777587801665,0.773481671518082,0.72324411704686,0.730103888790796,0.76116967557236,0.718611651675351,0.778514882474636,0.771738589665774,0.759275763976217,0.697240567828133,0.778073188502773,0.775077646512438,0.722676820870129,0.778720463228011,0.809487462001035,0.699342657767195,0.73160314843548,0.740163035649717,0.76856733773835,0.825589858444189,0.678137913223141,0.652846909386308
"CDKN1A_E101_F_01",0.129964328637308,0.0452500173062279,0.40543801212031,0.122010693930313,0.319868771127077,0.635195720017833,0.531153506263971,0.19519069490383,0.289489064856712,0.434477738905396,0.250341255118827,0.274615750930859,0.289971810748446,0.223970483322464,0.590307808559645,0.243418799760294,0.206083723315597,0.335214059489269,0.266604186649289,0.253159063383125,0.0791078545095382,0.177809788387008,0.197788095474115,0.120405249351579,0.088300008251052,0.14844156146463,0.194328930831478,0.281233411972869,0.051021188709554,0.0927146904969486,0.257980263615094,0.2312378706365,0.123299478936678,0.204675874408152,0.108978918083871,0.07563386088271
"CDKN1A_P242_F_01",0.267597161946279,0.333397049921947,0.200142776326069,0.308299113357516,0.148314365051429,0.312435755563753,0.742269208680811,0.263656149643091,0.225451891288481,0.178145241573687,0.2432113666298,0.235352386858925,0.245357917570499,0.266961276000987,0.227777900406145,0.340209443941086,0.375829489028234,0.22832746783592,0.711561840168917,0.216298722393054,0.80148967576647,0.165292353823088,0.22371484408191,0.260244861710226,0.726123711374921,0.772073473704925,0.232921263357353,0.20363687279527,0.143625633107747,0.157051150496236,0.290734647253384,0.164802106213558,0.787653184009035,0.252020755813605,0.752945716665049,0.787833292563601
"CDKN1B_P1161_F_01",0.883471234597579,0.81288347567846,0.867747952702353,0.876773583905042,0.918307832146644,0.877512902287075,0.908045958091225,0.862075779480944,0.900585817665302,0.895760933408384,0.89655541229846,0.88689301683737,0.876472047650227,0.860943069199775,0.851332349012163,0.826348408072034,0.867771886113418,0.864267753983775,0.890075915886813,0.892510312956523,0.920683624598324,0.903094259743494,0.868580371060414,0.867007783364657,0.91986348079864,0.92129259722597,0.863145555676535,0.901079098922213,0.886807042352359,0.840211125980308,0.877065687050141,0.889649883398807,0.921432578046562,0.872009913840754,0.907653137293131,0.905947992428016
"CDKN1C_P6_R_01",0.0534266982743842,0.0770743203319728,0.0578675291107344,0.0524242750814349,0.100197071173862,0.145597589260613,0.0696630144118134,0.0525319982952976,0.0321066273699722,0.0607238042608551,0.0650185245156441,0.0452581778581409,0.0701443341514803,0.0606929788617764,0.0886460984542802,0.114647010585955,0.075714605985876,0.0303772568231178,0.0862648626486265,0.0609316770186335,0.05119429103884,0.0637350716866052,0.0776998597475456,0.0425215571588107,0.0628306894162605,0.0513939071491829,0.032322807483573,0.0644861811968383,0.03841823045078,0.0741755433918554,0.079184089306925,0.0538155085084038,0.0820045310769632,0.0533191432752428,0.0525871735708279,0.129462834215351
"CDKN1C_P626_F_01",0.881548798095326,0.846602998663962,0.753845577970662,0.911938483982737,0.787750176576599,0.850778903387992,0.772443993384453,0.879923433618227,0.858398403011004,0.773238864292498,0.869102716770812,0.889604946385102,0.822713956708539,0.931609390438379,0.795477241317819,0.904806315069372,0.910406137871882,0.900741592396957,0.854037288533672,0.816343883225848,0.861839437312609,0.91290174113705,0.894835213344479,0.920316258207112,0.822770717041921,0.844999380563864,0.920170461355762,0.898506895943802,0.940364875701684,0.903955535771694,0.911248666712925,0.915220109642923,0.879050658759189,0.902313230441825,0.928530056280107,0.931773668756448
"CDKN2A_E121_R_01",0.0316499303672213,0.0518427963415738,0.0384030238104012,0.0393908985202529,0.0341465227788034,0.0437597099948213,0.0348791893998441,0.0309581030443547,0.0394552155683743,0.0399923695815613,0.0362368376491838,0.0738190348606725,0.041358550384917,0.0358014476328214,0.0418709573464079,0.0477305156350546,0.0424213087237774,0.0317263926016906,0.0784408435557662,0.0835305940151854,0.104271905685398,0.0357278233448662,0.0416195065161854,0.0341288820613528,0.0401453615012601,0.0388858842617631,0.0360051043472787,0.0421213401358334,0.0422888738050795,0.0349247470340522,0.0396044334034015,0.0365967294360991,0.0570163088114514,0.0330425224977674,0.037855217658835,0.0498559676356117
"CDKN2B_E220_F_01",0.90080347720695,0.846844537556227,0.901734050473751,0.859819501667648,0.912785995772473,0.930434064637886,0.89307189133238,0.874515066603033,0.93487677601096,0.82020869522965,0.911567401195007,0.902743061331628,0.853363183281778,0.906035796217693,0.881505725785477,0.892954076647487,0.91066859590072,0.894032275898776,0.896037084671114,0.894443174545122,0.888287317318245,0.920924402096487,0.872400784422522,0.903196007824202,0.878435913465181,0.88248018060587,0.894759870880251,0.902398980418102,0.887783205617517,0.86539492904996,0.89341587682619,0.884618889381633,0.891249197213562,0.899974910531653,0.894894564518096,0.928057422225477
"CDKN2B_seq_50_S294_F_01",0.860601756937843,0.861988499041587,0.848549559308446,0.861856686925407,0.847410144982541,0.886362038755835,0.820673583031719,0.839476232037506,0.867668964049699,0.808703878902554,0.862983376981996,0.856305623030984,0.85207139401989,0.87688384277535,0.834115341212805,0.841285217234134,0.848484448573661,0.893005130983144,0.866175881582536,0.850726354849552,0.855152132257538,0.868933199741062,0.854650004818658,0.873102197330109,0.82277779912873,0.866586648066861,0.870518385345784,0.841545453064682,0.873427438991397,0.849194687497038,0.899820012418357,0.867179476603906,0.832275113877395,0.881273100932911,0.876669693653418,0.891173454834208
"CDM_seq_21_S260_R_01",0.950311681272021,0.936993395693284,0.950930726228635,0.949477078667194,0.94173286858172,0.949978122949026,0.947833030298154,0.945698590504325,0.955794578260174,0.957361399625231,0.950571911328438,0.957114318286902,0.942041643495379,0.967879099071594,0.918797211439774,0.938259640742997,0.942942670771908,0.959406836488201,0.953061483927616,0.948630330762513,0.950685717016295,0.962035315220432,0.950437629262904,0.952403150811011,0.936274478646929,0.937827277364639,0.948276487005691,0.960034299758954,0.940014782430924,0.952762945016597,0.942138857180424,0.953637440991023,0.946801669609138,0.957651247939485,0.959739882784232,0.94509203834556
"CEACAM1_E57_R_01",0.666606949403319,0.630129271819615,0.613855012914144,0.683267673904209,0.711024128448505,0.587028022628602,0.628737185614926,0.632640487814866,0.679471957014966,0.614008045199812,0.602734659913913,0.694590956343446,0.717348546058484,0.61941517671636,0.632537725228889,0.494158391348906,0.640843862702076,0.676519538682089,0.581450105590213,0.656209555795621,0.621055820368709,0.637235514730952,0.630730689730718,0.628575260884728,0.565252163287442,0.599807080695296,0.651860996559061,0.65314708644294,0.69129685424395,0.631406907268976,0.697787876399394,0.654635918908618,0.747714245347758,0.611209720543365,0.67247220890187,0.483914343490209
"CEACAM1_P44_R_01",0.0424302153534065,0.0584987886197766,0.0376503274263352,0.0517807444773004,0.0443163945208613,0.066319822028899,0.0436305233469132,0.0417127431995866,0.0442120447169131,0.052502115793255,0.04311587317829,0.0547611981564482,0.0454061302060523,0.0464384090273989,0.0490974090514079,0.0457610556969128,0.0666146340305311,0.0409285277947465,0.0443398991455175,0.0392709473973947,0.0430307671311811,0.0417688502048396,0.0428329993560176,0.0475268512104951,0.0552265215992513,0.0652483932094786,0.0464945738870397,0.0734496580995048,0.0459950776128859,0.0541250640914786,0.0535488323938801,0.0456561069920891,0.0486479244768749,0.0364545745336114,0.0491890027359888,0.0553275625723302
"CEBPA_P1163_R_01",0.577512672525192,0.346640795761864,0.496347601091775,0.361590278993343,0.389126920845498,0.40053734582498,0.513233428089421,0.429322124843498,0.460561954229278,0.461657999512473,0.307300819254525,0.461456517528569,0.330291574065127,0.303075232430358,0.313256565842297,0.536689310923855,0.424170971224452,0.448570382722577,0.361373269382401,0.334893786268179,0.42195097258591,0.440670499159932,0.469202279111236,0.482384302321438,0.374058633090403,0.494946316459919,0.363902357465307,0.451315306320814,0.458083428913216,0.433911563700553,0.369909358582068,0.472395786278301,0.454004953940794,0.527683131540412,0.432271174420904,0.588214225518288
"CEBPA_P706_F_01",0.0426426085908875,0.0530359446404519,0.137366053468895,0.0517515923566879,0.111423703810077,0.455846595932803,0.0471999578610997,0.0532414238107042,0.0513103474747863,0.157072386450835,0.0657454255760935,0.0816628579316268,0.0579084158062758,0.043208282514471,0.353629996879659,0.0855764173165321,0.0479508674770896,0.0469786036925461,0.0790446215543936,0.0652589702394614,0.050633344276647,0.0831341390411045,0.065159563202616,0.05734100135318,0.070495229292512,0.133537087104737,0.0506287892574253,0.054097256912017,0.0551245473499396,0.0479920175548895,0.0509375,0.0520067815133704,0.0824304494142128,0.0479800971448881,0.0754094518388045,0.0620358605110829
"CFTR_P115_F_01",0.0519071637393352,0.0488920047550828,0.535542983642848,0.0433546552949538,0.120288286751497,0.111003436311284,0.0850781415367248,0.0525115543663342,0.0453946736550362,0.0414500201964643,0.0615817471231092,0.0423991256034247,0.0696057379084681,0.0403026201884975,0.653728581030689,0.0471704311035779,0.1432259756239,0.0559414110851327,0.65905680512006,0.0626223535725354,0.697685061729285,0.0419327493642272,0.0740343581257621,0.0416567873635245,0.6776224479052,0.66110814218339,0.0451101285005501,0.0427404330886716,0.0479057424901815,0.0406163981769776,0.0417383558467865,0.0679167645476383,0.0717995842415209,0.0747608973511393,0.0405436526803756,0.0511220528991656
"CFTR_P372_R_01",0.113755802199681,0.181857053745699,0.18354542522114,0.11361619319801,0.131832674574322,0.114994788237876,0.0800338247633788,0.19243558311389,0.0778314383136226,0.0645767931502828,0.0931576076421291,0.0999461202614836,0.127478951671446,0.0996636621087318,0.0740150314133051,0.197179650394163,0.106079435114562,0.166931080824659,0.142797242172478,0.150543690261585,0.0987782603262423,0.187572286684326,0.0962639194847171,0.141585066317341,0.0768461712517713,0.107133096021746,0.104720511340275,0.0979098970536716,0.0348585980062095,0.173585387108842,0.0919767651850867,0.238302738342883,0.110099773901139,0.150898803085697,0.210190384277944,0.0983819877882215
"CHD2_P451_F_01",0.934801477220511,0.908711480384505,0.933052682479351,0.910968076677675,0.945525846167689,0.954905014157594,0.94486124819715,0.940341881941261,0.949362965358715,0.949171939649818,0.945453641680322,0.950091229840007,0.943067620646381,0.942645735468602,0.926756243014595,0.951867169302796,0.947810828467145,0.937022031187873,0.950041232724109,0.954229608703878,0.953902509215593,0.951982828458355,0.935697909016017,0.926824120299975,0.947786874343816,0.946491628149729,0.925944325050128,0.939439847367847,0.960548996141755,0.940161395040296,0.95280325476825,0.947891604822377,0.941255138492469,0.950207578558531,0.932783725391705,0.925787092647052
"CHD2_P667_F_01",0.624880156601727,0.404924651992771,0.699147099862316,0.586904688558931,0.703736226520072,0.627693228800052,0.60485369006166,0.527973122205476,0.649582274755701,0.778929574618936,0.629000981542218,0.673539173474953,0.633062825889758,0.606285067021561,0.713580235675371,0.533857531564348,0.622903704573278,0.714780551914996,0.553990075591042,0.636792386987807,0.664833996040122,0.634964705400227,0.600398661926218,0.561260335843864,0.628121966659633,0.629648101967304,0.510771387213194,0.665474188510525,0.511466002446775,0.478462644342529,0.605293212821447,0.610563628698518,0.555586298305927,0.528077475925996,0.566361054646202,0.548387226966727
"CHFR_P501_F_01",0.463581420193108,0.441693702884325,0.520981537659906,0.407192320662531,0.416576729871883,0.451413976190268,0.502962883515776,0.36740423100791,0.57331344087965,0.68645472798032,0.389805861311312,0.441390599855724,0.515783473753585,0.498299293960789,0.460859173728156,0.54012554650154,0.520896326057242,0.432495110776877,0.390610822441882,0.433629080391167,0.592251220355921,0.619170181096502,0.492076308888723,0.288539342836617,0.49994289629968,0.563233376792699,0.337245972037004,0.451711324479078,0.144249408235031,0.295353708249814,0.47769765809457,0.414193135450836,0.596617445610553,0.511802191776269,0.492548525998692,0.424791574857677
"CHFR_P635_R_01",0.356768224409217,0.405771611210671,0.733780628186154,0.393080453835417,0.358357278429568,0.422605620014812,0.332577207461911,0.291155431122579,0.294992185655038,0.341137086375389,0.329018518060894,0.316543127021127,0.34273446973089,0.351888529126137,0.743483017841811,0.293478364650168,0.374858558039241,0.315174999843499,0.79099896459352,0.380438384468442,0.714255822431175,0.328879641774843,0.311973601508485,0.303150338903659,0.713490682611172,0.792620239190261,0.391371063248229,0.33695652173913,0.278642896125159,0.385027231273186,0.402845338114381,0.321207243253807,0.389061732016809,0.338163843429347,0.373029756830029,0.370144778574839
"CHGA_E52_F_01",0.913587609077146,0.891936031141752,0.10036832412523,0.104146660846792,0.267672827652424,0.892916179190097,0.954870854383638,0.164879383139408,0.897086141122955,0.925873990911037,0.138558498791641,0.325941862839016,0.208240619131869,0.914665883964387,0.309656874116878,0.236545303156461,0.290220008176491,0.885340941127145,0.907227976389353,0.28741781231321,0.113339021615472,0.31389183457052,0.187544436117676,0.907796391459818,0.218733237496513,0.115535731232799,0.109725641300082,0.896671227451122,0.848948305410054,0.134760619599483,0.884712474771803,0.910960170960114,0.214964050905456,0.104121327529924,0.875749986346152,0.915021448691906
"CHGA_P243_F_01",0.0387560952289894,0.0442428871491312,0.0488255607959663,0.0385944166834686,0.0317260967004682,0.0679386360706459,0.0550079907340895,0.0443401438234379,0.0571339107731932,0.0546590640877526,0.037951816420256,0.0397766698620632,0.0621204746674083,0.0339004794817107,0.0631431719266442,0.107550255365185,0.0394076930973296,0.0401260773840671,0.0436783772761293,0.0408969372873116,0.0411821705426357,0.0411671479547686,0.0400109291936802,0.0388550803259229,0.0385733114134155,0.0685655357154086,0.0368586610304982,0.0478587604899411,0.0405182141642325,0.043418722974198,0.062322212043778,0.0416893528340499,0.0346585281659015,0.0437294936364966,0.0394405552233105,0.0523645875805538
"CHI3L2_E10_F_01",0.506104086926551,0.656250570390786,0.3825090176969,0.624064616538409,0.615975008658115,0.540938593316443,0.506384169842603,0.50093004629647,0.695595213534145,0.620943753102831,0.534656190571514,0.446883875067139,0.58049946724201,0.451758810728787,0.569376079555098,0.711791520243117,0.560941828254848,0.393501071166085,0.585717889164425,0.371965435102124,0.38518049303403,0.650209290027278,0.514368655203806,0.544050431749782,0.418746292268143,0.487348463576321,0.590905292977842,0.525772049478946,0.347880189544866,0.591990290434646,0.709124140602305,0.50302555607156,0.592425480778202,0.460308916702818,0.493783150417118,0.520735544661173
"CHI3L2_P226_F_01",0.0678017634539374,0.0556627789947309,0.100395702681912,0.0758446651546064,0.173456329954115,0.0978242886470137,0.132784271027047,0.0788766136057654,0.133970138334663,0.156840692838332,0.0966439282791945,0.0586701910720194,0.110642765114762,0.0603094986234387,0.168048794497336,0.0578019484612199,0.0845665527783696,0.0560435055752433,0.0839844198818852,0.116066945951062,0.0632821959989954,0.0692188628624497,0.0802877852061255,0.0780495774951738,0.125147085685642,0.124089075157164,0.0759300602398045,0.121137915628029,0.0444108610300366,0.0762845678812065,0.0507566044202963,0.0683190886351157,0.0805118508837212,0.0824985948182453,0.0563612582854863,0.0921479813116752
"CLDN4_P1120_R_01",0.0414830045820903,0.0602382324936685,0.0578441485226108,0.0696181304202003,0.0435519863259921,0.048321836564553,0.064552262826978,0.0429054773548286,0.0783524956781824,0.0622031294687215,0.0553772004841543,0.0425904404314918,0.0533220745419719,0.0381096263511788,0.0534954917813762,0.0736156822161118,0.0485979037481133,0.0729547653802627,0.0491597528151053,0.0522905741226465,0.0492634281254334,0.0644111296886928,0.0527125165550443,0.0603000108307159,0.0581387538419847,0.051410234996036,0.0458339890145299,0.0462405646258675,0.0444542832565906,0.0497402194563995,0.0715562648248919,0.0532178286270512,0.0426827865722658,0.0559050075709062,0.0567774109855942,0.0452037280037684
"CLK1_P538_F_01",0.0626829194701747,0.0473467407904261,0.109992800143997,0.0587051701352739,0.0407459056107705,0.0426528916126678,0.0551576369758188,0.05723470451862,0.105934403667788,0.0688992992626228,0.0748677122562807,0.0988294968197781,0.0701684844408142,0.0551155648941329,0.0839010900929785,0.0434722795432659,0.082799603554682,0.055768855087629,0.104903129880303,0.0635197882107243,0.0520045537389297,0.0789114994143498,0.065052065052065,0.0703511214579235,0.0538643700956754,0.0819384518767974,0.0553547334257166,0.06633703754877,0.0492935934358529,0.0557671276027196,0.0622454652247956,0.0533280313519573,0.05704143518887,0.0984642685931994,0.0486249894854696,0.048706108449332
"COL18A1_P365_R_01",0.761261307938613,0.774996270850334,0.766194227203855,0.83672430528549,0.757749836947836,0.742693387829323,0.803565279671639,0.826653174973655,0.838139221223379,0.8122077156658,0.751976611463601,0.827866634016832,0.782999501894311,0.817467548059946,0.752559327249429,0.739944341973271,0.857315897869194,0.786193821942568,0.795291864099203,0.844225038914832,0.814542544086726,0.831742174902255,0.800887122857275,0.825033434475618,0.815645001138009,0.863007635277194,0.81606221240052,0.792177938054203,0.717102053580736,0.786176409205608,0.879972900748993,0.814787678875796,0.796727923048051,0.83190781384483,0.823667453065958,0.813495511149725
